Business Name,Area,Category,Google Maps URL,Address,Phone,Website,Rating,Review Count,Plus Code,Hours,Error,_l2_gmaps_url,_l2_gmaps_error,_l2_homepage_title,_l2_homepage_description,_l2_homepage_emails,_l2_homepage_phones,_l2_homepage_linkedin,_l2_homepage_facebook,_l2_homepage_twitter,_l2_homepage_instagram,_l2_homepage_youtube,_l2_homepage_github,_l2_homepage_contact_url,_l2_homepage_about_url,_l2_homepage_careers_url,_l2_homepage_blog_url,_l2_homepage_tech_stack,_l2_homepage_founded_year,_l2_homepage_employee_count,_l2_homepage_headquarters,_l2_homepage_error,_l2_enriched_at,_firmographic_query,_firmographic_sources,_firmographic_errors,legal_name,registration_number,jurisdiction,incorporation_date,company_status,company_type,official_website,industry,sic_code,employee_count,headquarters,officers
APARNA CONSTRUCTIONS AND ESTATES Pvt. Ltd.,Banjara Hills,real estate builders,https://www.google.com/maps/place/APARNA+CONSTRUCTIONS+AND+ESTATES+Pvt.+Ltd./data=!4m7!3m6!1s0x3bcb93ad7903d057:0xcb6732d16281c665!8m2!3d17.4258074!4d78.4501207!16s%2Fg%2F1hc5gghbw!19sChIJV9ADea2TyzsRZcaBYtEyZ8s?authuser=0&hl=en&rclk=1,"Door no: 6-3-352/2&3, Astral Heights, 802, Road No. 1, Mothi Nagar, Dwarakapuri, Banjara Hills, Hyderabad, Telangana 500082",,,3.9,917,"CFG2+82 Hyderabad, Telangana",,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,APARNA CONSTRUCTIONS AND ESTATES Pvt. Ltd.,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=APARNA+CONSTRUCTIONS+AND+ESTATES+Pvt.+Ltd.&per_page=5,,,,,,,,,,,,
Modi Builders,Banjara Hills,real estate builders,https://www.google.com/maps/place/Modi+Builders/data=!4m7!3m6!1s0x3bcb9a128e42cd6d:0x6f88e81189980bd1!8m2!3d17.4242874!4d78.4239349!16s%2Fg%2F1hhgkcqfq!19sChIJbc1CjhKayzsR0QuYiRHoiG8?authuser=0&hl=en&rclk=1,"4th Floor, Ashoka HiTech Chambers Road No. 2, Banjara Hills, opp. KBR Park, Hyderabad, Telangana 500034",076771 20120,,3.9,449,"CCFF+PH Hyderabad, Telangana",,,https://www.google.com/maps/place/Modi+Builders/data=!4m7!3m6!1s0x3bcb9a128e42cd6d:0x6f88e81189980bd1!8m2!3d17.4242874!4d78.4239349!16s%2Fg%2F1hhgkcqfq!19sChIJbc1CjhKayzsR0QuYiRHoiG8?authuser=0&hl=en&rclk=1,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Modi Builders,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Modi+Builders&per_page=5,,,,,,,,,,,,
Keerthi Estates Pvt Ltd,Banjara Hills,real estate builders,https://www.google.com/maps/place/Keerthi+Estates+Pvt+Ltd/data=!4m7!3m6!1s0x3bcb972ad1f3cb37:0xfee8fcc66a07804a!8m2!3d17.424514!4d78.4320054!16s%2Fg%2F1tfdbxxn!19sChIJN8vz0SqXyzsRSoAHasb86P4?authuser=0&hl=en&rclk=1,"86/1, 4 th Floor, 8-2-120, Road No. 2, BNR Colony, Venkat Nagar, Banjara Hills, Hyderabad, Telangana 500034",099666 03939,,4.1,38,"CCFJ+RR Hyderabad, Telangana",· Opens 9:30 am; Wednesday 9:30 am–7 pm; Thursday 9:30 am–7 pm; Friday 9:30 am–7 pm; Saturday 9:30 am–7 pm; Monday 9:30 am–7 pm; Tuesday 9:30 am–7 pm,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Keerthi Estates Pvt Ltd,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Keerthi+Estates+Pvt+Ltd&per_page=5,,,,,,,,,,,,
Ashoka Developers & Builders Ltd,Banjara Hills,real estate builders,https://www.google.com/maps/place/Ashoka+Developers+%26+Builders+Ltd/data=!4m7!3m6!1s0x3bcb9728ef7bdfb9:0x49f08c2c56d633bb!8m2!3d17.424674!4d78.4225572!16s%2Fg%2F12hlqnznm!19sChIJud977yiXyzsRuzPWViyM8Ek?authuser=0&hl=en&rclk=1,"401, Ashoka Capitol, Road No. 2, opp. KBR Park, Park View Enclave, Banjara Hills, Hyderabad, Telangana 500034",099082 37272,,4.3,90,"CCFF+V2 Hyderabad, Telangana",,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Ashoka Developers & Builders Ltd,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Ashoka+Developers+%26+Builders+Ltd&per_page=5,,,,,,,,,,,,
Zonah Developers Private Limited,Banjara Hills,real estate builders,https://www.google.com/maps/place/Zonah+Developers+Private+Limited/data=!4m7!3m6!1s0x3bcb9733727306c5:0x3f17c47b48968825!8m2!3d17.4082103!4d78.439137!16s%2Fg%2F1hm44sdy1!19sChIJxQZzcjOXyzsRJYiWSHvEFz8?authuser=0&hl=en&rclk=1,"5th Floor, Road No. 12, above Reliance digital, Fortune Enclave, Sri Ram Nagar Colony, Banjara Hills, Hyderabad, Telangana 500028",,,4.6,27,"CC5Q+7M Hyderabad, Telangana",,,https://www.google.com/maps/place/Zonah+Developers+Private+Limited/data=!4m7!3m6!1s0x3bcb9733727306c5:0x3f17c47b48968825!8m2!3d17.4082103!4d78.439137!16s%2Fg%2F1hm44sdy1!19sChIJxQZzcjOXyzsRJYiWSHvEFz8?authuser=0&hl=en&rclk=1,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Zonah Developers Private Limited,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Zonah+Developers+Private+Limited&per_page=5,,,,,,,,,,,,
Hivision Developers,Banjara Hills,real estate builders,https://www.google.com/maps/place/Hivision+Developers/data=!4m7!3m6!1s0x3bcb91434db82f37:0x441b70db08d7d170!8m2!3d17.4270402!4d78.4311183!16s%2Fg%2F11sqzhzdp4!19sChIJNy-4TUORyzsRcNHXCNtwG0Q?authuser=0&hl=en&rclk=1,"Plot no 26, Lane 6, Rd Number 2, Sagar Society, Banjara Hills, Hyderabad, Telangana 500034",090308 51766,,4.6,28,"CCGJ+RC Hyderabad, Telangana",,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Hivision Developers,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Hivision+Developers&per_page=5,,,,,,,,,,,,
Shathabdhi Townships Pvt. Ltd,Banjara Hills,real estate builders,https://www.google.com/maps/place/Shathabdhi+Townships+Pvt.+Ltd/data=!4m7!3m6!1s0x3bcb99c4d5b98a31:0x2924ef271018da43!8m2!3d17.4198252!4d78.449032!16s%2Fg%2F1tjt0cy6!19sChIJMYq51cSZyzsRQ9oYECfvJCk?authuser=0&hl=en&rclk=1,"2nd Floor, 203 & 204, Vamshiram’s Jyothi Prime Adjacent to GVK 1 Mall, Road No. 1, Banjara Hills, Hyderabad, Telangana 500034",,,4.4,477,"CC9X+WJ Hyderabad, Telangana",· Opens 10:30 am; Wednesday 10:30 am–7:30 pm; Thursday 10:30 am–7:30 pm; Friday 10:30 am–7:30 pm; Saturday 10:30 am–7:30 pm; Sunday 10:30 am–7:30 pm; Monday 10:30 am–7:30 pm; Tuesday 10:30 am–7:30 pm,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Shathabdhi Townships Pvt. Ltd,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Shathabdhi+Townships+Pvt.+Ltd&per_page=5,,,,,,,,,,,,
subhagruha projects india pvt ltd,Banjara Hills,real estate builders,https://www.google.com/maps/place/subhagruha+projects+india+pvt+ltd/data=!4m7!3m6!1s0x3bcb918bcd8818b5:0xab4a996ef2d1de15!8m2!3d17.42586!4d78.4355675!16s%2Fg%2F11yzxp70ty!19sChIJtRiIzYuRyzsRFd7R8m6ZSqs?authuser=0&hl=en&rclk=1,"2nd Floor, Lumbini Jewel Mall, Road No. 2, Venkateshwara Nagar, Aurora Colony, Banjara Hills, Hyderabad, Telangana 500038",090005 16677,http://www.subhagruhaplots.com,5.0,5,"CCGP+86 Hyderabad, Telangana",,,,,,,,,,,,,,,,,,,,,,,empty response,2026-07-01T01:42:59.454149,subhagruha projects india pvt ltd,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=subhagruha+projects+india+pvt+ltd&per_page=5,,,,,,,,,,,,
WeHouse - Home Construction (formerly Hocomoco),Banjara Hills,real estate builders,https://www.google.com/maps/place/WeHouse+-+Home+Construction+%28formerly+Hocomoco%29/data=!4m7!3m6!1s0x3bcb97270f537761:0x5bf58292c7169dc!8m2!3d17.4130659!4d78.4233348!16s%2Fg%2F11gxs8fb3h!19sChIJYXdTDyeXyzsR3GlxLClYvwU?authuser=0&hl=en&rclk=1,"A, WeHouse, 252, Road No. 12, MLA Colony, Banjara Hills, Hyderabad, Telangana 500034",063055 04248,,4.5,340,"CC7F+68 Hyderabad, Telangana",,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,WeHouse - Home Construction (formerly Hocomoco),,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=WeHouse+-+Home+Construction+%28formerly+Hocomoco%29&per_page=5,,,,,,,,,,,,
SOHO Residences by SVC Realty – Luxury Apartments Under Construction in Banjara Hills,Banjara Hills,real estate builders,https://www.google.com/maps/place/SOHO+Residences+by+SVC+Realty+%E2%80%93+Luxury+Apartments+Under+Construction+in+Banjara+Hills/data=!4m7!3m6!1s0x3bcb97dba8b0d43d:0xb586035c2431da17!8m2!3d17.4162383!4d78.4313266!16s%2Fg%2F11j8l7vcz4!19sChIJPdSwqNuXyzsRF9oxJFwDhrU?authuser=0&hl=en&rclk=1,"SY No. 403, Plot No 19, Road No. 10, Bhavani Nagar, Banjara Hills, Hyderabad, Telangana 500034",076708 90326,,4.8,13,"CC8J+FG Hyderabad, Telangana",,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,SOHO Residences by SVC Realty – Luxury Apartments Under Construction in Banjara Hills,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=SOHO+Residences+by+SVC+Realty+%E2%80%93+Luxury+Apartments+Under+Construction+in+Banjara+Hills&per_page=5,,,,,,,,,,,,
Good Time Builders,Banjara Hills,real estate builders,https://www.google.com/maps/place/Good+Time+Builders/data=!4m7!3m6!1s0x3bcb919f4c94585d:0x8afa3308fcc317fb!8m2!3d17.425001!4d78.422571!16s%2Fg%2F11fk4pq8mt!19sChIJXViUTJ-RyzsR-xfD_Agz-oo?authuser=0&hl=en&rclk=1,"Road No:2, Opp:, G-2, Kasu Brahmananda Reddy National Park, Banjara Hills, Hyderabad, Telangana 500034",063027 52505,,4.3,28,"CCGF+22 Hyderabad, Telangana",Wednesday 9 am–6:30 pm; Thursday 9 am–6:30 pm; Friday 9 am–6:30 pm; Saturday 9 am–6:30 pm; Sunday 9 am–6:30 pm; Monday 9 am–6:30 pm; Tuesday 9 am–6:30 pm,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Good Time Builders,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Good+Time+Builders&per_page=5,,,,,,,,,,,,
Aduri Group-Banjara Hills Branch,Banjara Hills,real estate builders,https://www.google.com/maps/place/Aduri+Group-Banjara+Hills+Branch/data=!4m7!3m6!1s0x3bcb972066df4317:0x7ad842209a8f1831!8m2!3d17.414208!4d78.4488428!16s%2Fg%2F11txn49pv7!19sChIJF0PfZiCXyzsRMRiPmiBC2Ho?authuser=0&hl=en&rclk=1,"Plot no 77/A, Second Floor, MB Towers, Road No. 10, Avenue 4, Banjara Hills, Hyderabad, Telangana 500034",,,4.7,46,"CC7X+MG Hyderabad, Telangana",· Opens 9:30 am; Wednesday 9:30 am–7:30 pm; Thursday 9:30 am–7:30 pm; Friday 9:30 am–7:30 pm; Saturday 9:30 am–7:30 pm; Sunday 9:30 am–7:30 pm; Monday 9:30 am–7:30 pm; Tuesday 9:30 am–7:30 pm,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Aduri Group-Banjara Hills Branch,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Aduri+Group-Banjara+Hills+Branch&per_page=5,,,,,,,,,,,,
Akshita infra projects,Banjara Hills,real estate builders,https://www.google.com/maps/place/Akshita+infra+projects/data=!4m7!3m6!1s0x3bcb918dc4a2e9d7:0xb7d72f47471106d7!8m2!3d17.426906!4d78.4297355!16s%2Fg%2F11f66fsp7z!19sChIJ1-mixI2RyzsR1wYRR0cv17c?authuser=0&hl=en&rclk=1,"Street No. 2, Sri Nagar Colony, Kamalapuri Colony, Banjara Hills, Hyderabad, Telangana 500034",,,4.6,193,"CCGH+QV Hyderabad, Telangana",· Opens 9:30 am; Wednesday 9:30 am–6:30 pm; Thursday 9:30 am–6:30 pm; Friday 9:30 am–6:30 pm; Saturday 9:30 am–6:30 pm; Monday 9:30 am–6:30 pm; Tuesday 9:30 am–6:30 pm,,https://www.google.com/maps/place/Akshita+infra+projects/data=!4m7!3m6!1s0x3bcb918dc4a2e9d7:0xb7d72f47471106d7!8m2!3d17.426906!4d78.4297355!16s%2Fg%2F11f66fsp7z!19sChIJ1-mixI2RyzsR1wYRR0cv17c?authuser=0&hl=en&rclk=1,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Akshita infra projects,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Akshita+infra+projects&per_page=5,,,,,,,,,,,,
HSR Ventures Pvt Ltd,Banjara Hills,real estate builders,https://www.google.com/maps/place/HSR+Ventures+Pvt+Ltd/data=!4m7!3m6!1s0x3bcb9728d9b44d97:0xa9e757be6c7451f7!8m2!3d17.4160292!4d78.4345448!16s%2Fg%2F11f5hlc0gt!19sChIJl0202SiXyzsR91F0bL5X56k?authuser=0&hl=en&rclk=1,"H.No.8-2- 603/23/3 & 8-2- 603/23/15 Level 2, HSR Summit, Road No. 10, Banjara Hills, Hyderabad, Telangana 500034",090529 10002,,4.4,57,"CC8M+CR Hyderabad, Telangana",,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,HSR Ventures Pvt Ltd,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=HSR+Ventures+Pvt+Ltd&per_page=5,,,,,,,,,,,,
"Co-Working Office space in Hitech City, Banjara Hills, - Supreme Spaces",Banjara Hills,offices,"https://www.google.com/maps/place/Co-Working+Office+space+in+Hitech+City,+Banjara+Hills,+-+Supreme+Spaces/data=!4m7!3m6!1s0x3bcb912cb50a723f:0xc96bd2fa75159290!8m2!3d17.425994!4d78.422167!16s%2Fg%2F11j1b_mk16!19sChIJP3IKtSyRyzsRkJIVdfrSa8k?authuser=0&hl=en&rclk=1","SANALI INFO PARK 5th Floor 8-2, 120 113, Road No. 2, Banjara Hills, Hyderabad, Telangana 500034",,,5.0,5,"CCGC+9V Hyderabad, Telangana",,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,"Co-Working Office space in Hitech City, Banjara Hills, - Supreme Spaces",,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Co-Working+Office+space+in+Hitech+City%2C+Banjara+Hills%2C+-+Supreme+Spaces&per_page=5,,,,,,,,,,,,
VUnite Co-working Space & Virtual Office,Banjara Hills,offices,https://www.google.com/maps/place/VUnite+Co-working+Space+%26+Virtual+Office/data=!4m7!3m6!1s0x3bcb973f2ca4ae73:0x156367206fef841b!8m2!3d17.4082438!4d78.4501113!16s%2Fg%2F11c56qxt2r!19sChIJc66kLD-XyzsRG4TvbyBnYxU?authuser=0&hl=en&rclk=1,"B/1, Mount Banjara Complex, 8-2-630/B, Road No. 12, Mithila Nagar, Banjara Hills, Hyderabad, Telangana 500034",095025 80765,,4.7,43,"CF52+72 Hyderabad, Telangana",,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,VUnite Co-working Space & Virtual Office,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=VUnite+Co-working+Space+%26+Virtual+Office&per_page=5,,,,,,,,,,,,
Virinchi Corporate Office,Banjara Hills,offices,https://www.google.com/maps/place/Virinchi+Corporate+Office/data=!4m7!3m6!1s0x3bcb9738da49401f:0x27ac1976b3fe6aca!8m2!3d17.4092881!4d78.4500718!16s%2Fg%2F1tfq7pjp!19sChIJH0BJ2jiXyzsRymr-s3YZrCc?authuser=0&hl=en&rclk=1,"4th Floor, Ilyas Mohammed Khan Estate, 8-2-672/5&6, Road No. 1, Mithila Nagar, Banjara Hills, Hyderabad, Telangana 500034",,,4.0,137,"CF52+P2 Hyderabad, Telangana",,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Virinchi Corporate Office,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Virinchi+Corporate+Office&per_page=5,,,,,,,,,,,,
"Space - Banjara Hills, Hyderabad",Banjara Hills,offices,"https://www.google.com/maps/place/Space+-+Banjara+Hills,+Hyderabad/data=!4m7!3m6!1s0x3bcb976b7df12705:0x6a797fc01342d573!8m2!3d17.413225!4d78.4494427!16s%2Fg%2F11gsbdh8k0!19sChIJBSfxfWuXyzsRc9VCE8B_eWo?authuser=0&hl=en&rclk=1","D.No:8-2-626/B, 3rd Floor, Krishna Athreya Road No: 11, Avenue 4, Banjara Hills, Hyderabad, Telangana 500034",,,4.8,24,"CC7X+7Q Hyderabad, Telangana",· Opens 9:30 am; Wednesday 9:30 am–7 pm; Thursday 9:30 am–7 pm; Friday 9:30 am–7 pm; Saturday 9:30 am–7 pm; Monday 9:30 am–7 pm; Tuesday 9:30 am–7 pm,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,"Space - Banjara Hills, Hyderabad",,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Space+-+Banjara+Hills%2C+Hyderabad&per_page=5,,,,,,,,,,,,
Vasavi Corporate Office,Banjara Hills,offices,https://www.google.com/maps/place/Vasavi+Corporate+Office/data=!4m7!3m6!1s0x3bcb9147c8625b21:0x23a8ec756d7e2553!8m2!3d17.4076957!4d78.4460496!16s%2Fg%2F11hx8c5sbm!19sChIJIVtiyEeRyzsRUyV-bXXsqCM?authuser=0&hl=en&rclk=1,"4th Floor, Vasavi Corporate Building, Road No. 12, Bhola Nagar, Banjara Hills, Hyderabad, Telangana 500028",090191 00099,,4.5,397,"CC5W+3C Hyderabad, Telangana",· Opens 10:30 am; Wednesday 10:30 am–7 pm; Thursday 10:30 am–7 pm; Friday 10:30 am–7 pm; Saturday 10:30 am–7 pm; Monday 10:30 am–7 pm; Tuesday 10:30 am–7 pm,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Vasavi Corporate Office,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Vasavi+Corporate+Office&per_page=5,,,,,,,,,,,,
Central Square,Banjara Hills,offices,https://www.google.com/maps/place/Central+Square/data=!4m7!3m6!1s0x3bcb972b9a1ba581:0x3b6d24773fc54cff!8m2!3d17.4213984!4d78.4343687!16s%2Fg%2F11c6lx55td!19sChIJgaUbmiuXyzsR_0zFP3ckbTs?authuser=0&hl=en&rclk=1,"8-2-309, 7/1, Road No. 14, GS Nagar, Nandi Nagar, Banjara Hills, Hyderabad, Telangana 500034",,,4.7,27,"CCCM+HP Hyderabad, Telangana",· Opens 9:30 am; · Opens 10:30 am,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Central Square,Wikidata,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Central+Square&per_page=5,plaza,,,,,,,,,,,
Banjara hills,Banjara Hills,offices,https://www.google.com/maps/place/Banjara+hills/data=!4m7!3m6!1s0x3bcb97003d976829:0x1467f65583c02090!8m2!3d17.416889!4d78.43867!16s%2Fg%2F11z26yvdzv!19sChIJKWiXPQCXyzsRkCDAg1X2ZxQ?authuser=0&hl=en&rclk=1,"CC8Q+QF3, Zahara Nagar, Banjara Hills, Hyderabad, Telangana 500034",,,,,"CC8Q+QF3, Zahara Nagar, Banjara Hills, Hyderabad, Telangana 500034",,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Banjara hills,Wikidata,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Banjara+hills&per_page=5,Banjara Hills,,India,,,,,,,,,
Mandal Revenue Office,Banjara Hills,offices,https://www.google.com/maps/place/Mandal+Revenue+Office/data=!4m7!3m6!1s0x3bcb97468d40bbff:0x6c70b4497eccf048!8m2!3d17.4262106!4d78.4368873!16s%2Fg%2F1td1bwlh!19sChIJ_7tAjUaXyzsRSPDMfkm0cGw?authuser=0&hl=en&rclk=1,"CCGP+FQJ, Road No. 2, Venkateshwara Nagar, Aurora Colony, Banjara Hills, Hyderabad, Telangana 500034",094408 15882,,2.5,93,"CCGP+FQJ, Road No. 2, Venkateshwara Nagar, Aurora Colony, Banjara Hills, Hyderabad, Telangana 500034",· Opens 10:30 am; Wednesday 10:30 am–5 pm; Thursday 10:30 am–5 pm; Friday 10:30 am–5 pm; Monday 10:30 am–5 pm; Tuesday 10:30 am–5 pm,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Mandal Revenue Office,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Mandal+Revenue+Office&per_page=5,,,,,,,,,,,,
DESKSPACES | Co-Working Space | Business center & Innovation Hub| Banjara hills | Hyderabad,Banjara Hills,offices,https://www.google.com/maps/place/DESKSPACES+%7C+Co-Working+Space+%7C+Business+center+%26+Innovation+Hub%7C+Banjara+hills+%7C+Hyderabad/data=!4m7!3m6!1s0x3bcb971870b911cd:0x99a21e74d4c61989!8m2!3d17.4112407!4d78.4531477!16s%2Fg%2F11h8mkrwjf!19sChIJzRG5cBiXyzsRiRnG1HQeopk?authuser=0&hl=en&rclk=1,"6-3-597/D/10, Naveen Nagar, Banjara Hills, Hyderabad, Telangana 500004",091821 43625,,5.0,18,"CF63+F7 Hyderabad, Telangana",Wednesday 9 am–6:30 pm; Thursday 9 am–6:30 pm; Friday 9 am–6:30 pm; Saturday 9 am–6:30 pm; Monday 9 am–6:30 pm; Tuesday 9 am–6:30 pm,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,DESKSPACES | Co-Working Space | Business center & Innovation Hub| Banjara hills | Hyderabad,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=DESKSPACES+%7C+Co-Working+Space+%7C+Business+center+%26+Innovation+Hub%7C+Banjara+hills+%7C+Hyderabad&per_page=5,,,,,,,,,,,,
CARE Corporate Office,Banjara Hills,offices,https://www.google.com/maps/place/CARE+Corporate+Office/data=!4m7!3m6!1s0x3bcb9737340fb25f:0x1c1eadbd85f5076b!8m2!3d17.4242067!4d78.4304037!16s%2Fg%2F1232vqhcr!19sChIJX7IPNDeXyzsRawf1hb2tHhw?authuser=0&hl=en&rclk=1,"5th and 6th Floor, GVK Kohinoor, Care Hospitals corporate office, Road No. 2, opposite Park Hyatt Hotel, Banjara Hills, Hyderabad, Telangana 500034",,,4.3,160,"CCFJ+M5 Hyderabad, Telangana",Wednesday 9 am–6:30 pm; Thursday 9 am–6:30 pm; Friday 9 am–6:30 pm; Saturday 9 am–6:30 pm; Monday 9 am–6:30 pm; Tuesday 9 am–6:30 pm,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,CARE Corporate Office,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=CARE+Corporate+Office&per_page=5,,,,,,,,,,,,
NSL Icon,Banjara Hills,offices,https://www.google.com/maps/place/NSL+Icon/data=!4m7!3m6!1s0x3bcb9725dceb66ed:0x530f182d8041bfc5!8m2!3d17.4118321!4d78.4360216!16s%2Fg%2F1td1nb62!19sChIJ7Wbr3CWXyzsRxb9BgC0YD1M?authuser=0&hl=en&rclk=1,"NSL Icon, Road No. 12, Anand Banjara Colony, Banjara Hills, Hyderabad, Telangana 500028",096186 06677,,4.2,252,"CC6P+PC Hyderabad, Telangana",· Opens 9:30 am; · Opens 9:30 am,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,NSL Icon,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=NSL+Icon&per_page=5,,,,,,,,,,,,
Padhukas Co-working Space,Banjara Hills,offices,https://www.google.com/maps/place/Padhukas+Co-working+Space/data=!4m7!3m6!1s0x3bcb979c9813b86f:0xcf00807f67847f14!8m2!3d17.4127662!4d78.4477148!16s%2Fg%2F11wj4q7ycf!19sChIJb7gTmJyXyzsRFH-EZ3-AAM8?authuser=0&hl=en&rclk=1,"2nd floor, Reliance Humsafar Building, Rd Number 11, Mithila Nagar, Banjara Hills, Hyderabad, Telangana 500034",085200 00128,,5.0,64,"CC7X+43 Hyderabad, Telangana",,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Padhukas Co-working Space,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Padhukas+Co-working+Space&per_page=5,,,,,,,,,,,,
Nava Limited Corporate Office,Banjara Hills,offices,https://www.google.com/maps/place/Nava+Limited+Corporate+Office/data=!4m7!3m6!1s0x3bcb972c2114cc49:0x8dc8344450aa851a!8m2!3d17.4194118!4d78.4372116!16s%2Fg%2F1tn4wmhs!19sChIJScwUISyXyzsRGoWqUEQ0yI0?authuser=0&hl=en&rclk=1,"Road No. 14, Resham Bagh, Banjara Hills, Hyderabad, Telangana 500034",,,4.8,47,"CC9P+QV Hyderabad, Telangana",· Opens 9:30 am; Wednesday 9:30 am–6 pm; Thursday 9:30 am–6 pm; Friday 9:30 am–6 pm; Monday 9:30 am–6 pm; Tuesday 9:30 am–6 pm,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Nava Limited Corporate Office,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Nava+Limited+Corporate+Office&per_page=5,,,,,,,,,,,,
NSL Group Corporate Office,Banjara Hills,offices,https://www.google.com/maps/place/NSL+Group+Corporate+Office/data=!4m7!3m6!1s0x3bcb9725dc9bf575:0x8f6f6eba7940f0c!8m2!3d17.4118192!4d78.4359815!16s%2Fg%2F1tdpq360!19sChIJdfWb3CWXyzsRDA-Up-v29gg?authuser=0&hl=en&rclk=1,"2a, Banjara Hills Rd Number 10, Anand Banjara Colony, Banjara Hills, Hyderabad, Telangana 500028",,,4.2,36,"CC6P+P9 Hyderabad, Telangana",,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,NSL Group Corporate Office,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=NSL+Group+Corporate+Office&per_page=5,,,,,,,,,,,,
